iter	Logloss
169	0.4155359567
170	0.4152958932
171	0.414727845
172	0.4143342805
173	0.4141143591
174	0.4137898322
175	0.4130919412
176	0.412618325
177	0.4120998891
178	0.4114574183
179	0.4112173791
180	0.4110497996
181	0.410356183
182	0.4102687222
183	0.4100244478
184	0.4097810914
185	0.4092431757
186	0.4087438223
187	0.4082049738
188	0.4077876043
189	0.4075307632
190	0.4072073361
191	0.4066492448
192	0.4062066057
193	0.4055926936
194	0.4049136275
195	0.4043483895
196	0.404268848
197	0.4039885242
198	0.4036091478
199	0.4030776414
200	0.4025457324
201	0.4021656027
202	0.4017396378
203	0.4013186176
204	0.4011189067
205	0.4008330817
206	0.4005946627
207	0.3998857433
208	0.3994763696
209	0.399077809
210	0.3989613536
211	0.3987200807
212	0.3984080442
213	0.3982007101
214	0.3981461034
215	0.3977062883
216	0.3972904927
217	0.3970465159
218	0.3968297275
219	0.3964467034
220	0.3962296719
221	0.3959668031
222	0.3958270319
223	0.3957127511
224	0.3953091261
225	0.3949414251
226	0.3947589493
227	0.3945158453
228	0.3942902731
229	0.3939712113
230	0.3935908303
231	0.3933141243
232	0.393023681
233	0.3925851142
234	0.3922526791
235	0.3920566426
236	0.3916949289
237	0.3914470143
238	0.3912769837
239	0.3911633059
240	0.3910394945
241	0.3908015935
242	0.3905493818
243	0.390047575
244	0.389803938
245	0.3895357313
246	0.3893660273
247	0.3891944353
248	0.3891290717
249	0.388963301
250	0.3887300723
251	0.38838993
252	0.3880360056
253	0.3878330185
254	0.3876462984
255	0.3875118936
256	0.3870958706
257	0.3870138142
258	0.3865921008
259	0.3864000295
260	0.3861146009
261	0.3856969176
262	0.3856034468
263	0.3853672834
264	0.3851533049
265	0.3851440087
266	0.3850831186
267	0.3849484283
268	0.3846734417
269	0.3843977726
270	0.3842880287
271	0.3841806415
272	0.3841083936
273	0.3838823601
274	0.383675864
275	0.3835871877
276	0.383442752
277	0.3831407739
278	0.3828132858
279	0.3826900369
280	0.3823234909
281	0.3818665045
282	0.3814140411
283	0.3810839385
284	0.3808931631
285	0.3807346119
286	0.3806013342
287	0.380590559
288	0.38057153
289	0.3802258502
290	0.3800126633
291	0.3798517262
292	0.3796832274
293	0.3796044553
294	0.3796023907
295	0.3792082484
296	0.379032306
297	0.378702919
298	0.3783194113
299	0.3781731964
300	0.3780489844
301	0.3777374824
302	0.3774997654
303	0.3772804892
304	0.3769324329
305	0.3768325475
306	0.3767611074
307	0.3767342698
308	0.3766447268
309	0.376331712
310	0.3762131283
311	0.3760811952
312	0.376026604
313	0.3757939835
314	0.3755676043
315	0.375253478
316	0.3748008082
317	0.3745171424
318	0.3743709327
319	0.3743092934
320	0.3741623283
321	0.374149982
322	0.3741434369
323	0.3739920134
324	0.3737514838
325	0.3736830308
326	0.3735492408
327	0.3733863836
328	0.3731658628
329	0.3730218409
330	0.3727859586
331	0.3726414808
332	0.3724935447
333	0.3724207653
334	0.3722447963
335	0.3718823287
336	0.3716804615
337	0.3714072444
338	0.3712288514
339	0.3711442778
340	0.3710483814
341	0.3706897835
342	0.3703916334
343	0.3702401904
344	0.3702043113
345	0.369850834
346	0.3697194654
347	0.369718544
348	0.3696745631
349	0.3694365237
350	0.3692401799
351	0.3690315079
352	0.3689026225
353	0.3686015796
354	0.3684541153
355	0.3681894591
356	0.3680980367
357	0.3679939551
358	0.3678771262
359	0.3677882776
360	0.3677387169
361	0.3675539506
362	0.3674822354
363	0.3673069315
364	0.367287316
365	0.3669922706
366	0.3667358846
367	0.3663460567
368	0.3662442033
369	0.3662022849
370	0.3660937339
371	0.3659103093
372	0.3656770989
373	0.3656305842
374	0.3656304727
375	0.3654963848
376	0.3650725047
377	0.3650007484
378	0.3648976291
379	0.3646339036
380	0.364375237
381	0.3643055512
382	0.3641804205
383	0.3640964912
384	0.3639838356
385	0.363920747
386	0.3636196329
387	0.3634005449
388	0.3632269547
389	0.3630654371
390	0.3630528969
391	0.3630197277
392	0.3629785881
393	0.3627478354
394	0.3626267848
395	0.3624535802
396	0.3622908368
397	0.3622576507
398	0.3621415956
399	0.3619367536
400	0.3617192285
401	0.3616803777
402	0.3616167942
403	0.3614572836
404	0.3613216443
405	0.3612040119
406	0.3612020164
407	0.3611023154
408	0.3608951592
409	0.360690722
410	0.3603117547
411	0.3602477636
412	0.360123363
413	0.3600710812
414	0.3597506522
415	0.3594721766
416	0.3593659902
417	0.3590941345
418	0.3590611486
419	0.3590188156
420	0.3587555994
421	0.3587400619
422	0.3584716905
423	0.3584217652
424	0.3581321337
425	0.3580547407
426	0.3578835281
427	0.3578285309
428	0.3576133587
429	0.3573127689
430	0.3571707232
431	0.3570621191
432	0.3567089783
433	0.3567065104
434	0.3565892582
435	0.3564077109
436	0.3564077091
437	0.3562069541
438	0.3559551517
439	0.3557533266
440	0.355616589
441	0.3554156751
442	0.3552636699
443	0.3552291065
444	0.3551148802
445	0.3548948417
446	0.3548484249
447	0.3547802471
448	0.354694415
449	0.3545229428
450	0.354492686
451	0.3543748623
452	0.3543217967
453	0.3541972103
454	0.3541952552
455	0.3541158062
456	0.3539513153
457	0.3537488484
458	0.3535802541
459	0.3535774438
460	0.3533227308
461	0.3531057335
462	0.353031542
463	0.353025883
464	0.3528484363
465	0.3526738756
466	0.3524041002
467	0.3523464944
468	0.3522629791
469	0.3521542747
470	0.3520407044
471	0.3518299506
472	0.3518299503
473	0.3517329875
474	0.3515722044
475	0.3515647985
476	0.351410637
477	0.3512253681
478	0.3510688332
479	0.3509720893
480	0.3509514703
481	0.3509473739
482	0.3505891519
483	0.350466818
484	0.3503051763
485	0.3502401202
486	0.3500219722
487	0.3500050544
488	0.3500000034
489	0.3499157015
490	0.3496483374
491	0.3493726357
492	0.3492409156
493	0.3491477967
494	0.3490556387
495	0.3489962576
496	0.3488580845
497	0.3487555911
498	0.3485582893
499	0.3484683085
500	0.3484091796
501	0.3482704291
502	0.348269365
503	0.3481339615
504	0.3479351286
505	0.3478965443
506	0.3478416565
507	0.3477296586
508	0.3476517149
509	0.3475438486
510	0.3474646234
511	0.3472502815
512	0.3470668792
513	0.3468070848
514	0.3468069156
515	0.3467140089
516	0.3467138405
517	0.3465707058
518	0.3464696441
519	0.3463509987
520	0.346335615
521	0.346230594
522	0.3461480629
523	0.3461259292
524	0.3459967598
525	0.3459865498
526	0.3458785186
527	0.3457472872
528	0.3457472872
529	0.3455762339
530	0.3454477284
531	0.3454453648
532	0.3454313662
533	0.345264784
534	0.345168939
535	0.345093068
536	0.3449692923
537	0.3449138296
538	0.3447901647
539	0.3447748475
540	0.3446921446
541	0.344527101
542	0.3443259008
543	0.3443255539
544	0.3442377308
545	0.3442377295
546	0.3441656653
547	0.3440099188
548	0.3438985431
549	0.3437736183
550	0.3436369453
551	0.3434936737
552	0.3433647461
553	0.3431028902
554	0.3428444014
555	0.3428435622
556	0.3427622556
557	0.3425642695
558	0.3425635084
559	0.3424388128
560	0.3423959203
561	0.3423959201
562	0.3423193551
563	0.3421205502
564	0.3420660247
565	0.3419404954
566	0.3417504305
567	0.3416301205
568	0.341539456
569	0.3415333677
570	0.3413462303
571	0.3413114984
572	0.3411407842
573	0.3411255194
574	0.3409792434
575	0.340881627
576	0.3407624759
577	0.3405780938
578	0.3405054362
579	0.3404379678
580	0.3402436298
581	0.3400974185
582	0.3399625276
583	0.3399117341
584	0.3397426748
585	0.3396437243
586	0.3395171647
587	0.3394268862
588	0.3393056288
589	0.3391649765
590	0.3389948469
591	0.3387348139
592	0.3386541803
593	0.3384732891
594	0.3384655144
595	0.3384277109
596	0.3383307682
597	0.3382677299
598	0.3381885657
599	0.3381240934
600	0.3380643001
601	0.337960351
602	0.3377732425
603	0.3375417446
604	0.337370251
605	0.3372762812
606	0.3371814442
607	0.3370968734
608	0.3369288961
609	0.3368087631
610	0.3366540083
611	0.3365826656
612	0.3364787905
613	0.3363310504
614	0.3362556136
615	0.3361103141
616	0.3361015051
617	0.336087477
618	0.33608321
619	0.3359239946
620	0.3357074874
621	0.3355894214
622	0.3355641058
623	0.335543926
624	0.3355433554
625	0.3354980693
626	0.3353849728
627	0.335181522
628	0.3350286225
629	0.3349868196
630	0.3348932616
631	0.3347511375
632	0.3347218054
633	0.3344850447
634	0.3343968633
635	0.3343966518
636	0.334211044
637	0.3341207419
638	0.3340483973
639	0.3338456037
640	0.3337282794
641	0.3336271495
642	0.3334984802
643	0.3333399954
644	0.3333383644
645	0.3332902821
646	0.333235747
647	0.3331059831
648	0.3328541942
649	0.3326855742
650	0.3325244745
651	0.3322252237
652	0.3321795089
653	0.3319896948
654	0.3318093933
655	0.3317489218
656	0.3317271831
657	0.3315973803
658	0.3315282118
659	0.3313295841
660	0.3311619918
661	0.3309796894
662	0.3308459956
663	0.3307462647
664	0.3306174098
665	0.3302753308
666	0.3301148269
667	0.3299376665
668	0.3297273067
669	0.3294621283
670	0.3293363921
671	0.3291989014
672	0.3291439583
673	0.3291053782
674	0.3290022727
675	0.3288979064
676	0.3287704622
677	0.3285969893
678	0.3284177864
679	0.3282711464
680	0.3279535169
681	0.327773115
682	0.3276700885
683	0.3276100344
684	0.3275079096
685	0.3273776341
686	0.3271870604
687	0.3270498552
688	0.3269031366
689	0.3267418103
690	0.3267066324
691	0.3266643397
692	0.3265358236
693	0.3263645406
694	0.3261691153
695	0.326116993
696	0.3260696631
697	0.3258997727
698	0.3257548759
699	0.3255129249
700	0.3255052732
701	0.3253634746
702	0.3252241668
703	0.3250011415
704	0.3248997268
705	0.3247840448
706	0.3247840406
707	0.3247522802
708	0.3247522791
709	0.3245814043
710	0.3245620464
711	0.3245091122
712	0.324346753
713	0.3241165486
714	0.3240742443
715	0.3239842052
716	0.3239436531
717	0.3237634002
718	0.3236782077
719	0.3234794212
720	0.3234791748
721	0.3233912113
722	0.3233282908
723	0.3231529157
724	0.3230010362
725	0.3228934948
726	0.3228231573
727	0.3226795206
728	0.3226587688
729	0.3225237293
730	0.322435426
731	0.322388238
732	0.322202977
733	0.3217855641
734	0.3215991129
735	0.3215213503
736	0.3214698584
737	0.3214479557
738	0.3212136979
739	0.3211397866
740	0.3210420088
741	0.3209802565
742	0.3207780042
743	0.3206911175
744	0.3205178836
745	0.320318674
746	0.3202076959
747	0.3201034595
748	0.3200970532
749	0.3200054663
750	0.3198665511
751	0.3198629335
752	0.3197911161
753	0.3196180125
754	0.3194956695
755	0.3194284287
756	0.3193036404
757	0.3190735196
758	0.318933574
759	0.3188350111
760	0.3187164274
761	0.3186593229
762	0.3186026108
763	0.3185812768
764	0.318466529
765	0.3184247447
766	0.3184022812
767	0.3182731255
768	0.3182392784
769	0.318173352
770	0.3181587072
771	0.3179545988
772	0.3177824246
773	0.3176786499
774	0.3175311729
775	0.3174989973
776	0.3174727713
777	0.3173393243
778	0.317234455
779	0.3171926616
780	0.3171732595
781	0.3170587635
782	0.3170394324
783	0.3168115744
784	0.3166932666
785	0.3166255139
786	0.3164710465
787	0.3162460069
788	0.3162446555
789	0.3161937828
790	0.3161427078
791	0.3159742668
792	0.3159491079
793	0.3157196086
794	0.3154728438
795	0.3152671653
796	0.3151014533
797	0.315052158
798	0.3150193469
799	0.3149286776
800	0.3148152396
801	0.3147237704
802	0.3144699063
803	0.3143513304
804	0.3141842936
805	0.3140128238
806	0.3139136879
807	0.3137435339
808	0.3135170915
809	0.3133954541
810	0.3131868578
811	0.3130631254
812	0.3129434382
813	0.3127437469
814	0.3126272726
815	0.3124529711
816	0.3121956421
817	0.3121615872
818	0.3120300153
819	0.3120265081
820	0.3120232244
821	0.3120056666
822	0.3119443028
823	0.311848917
824	0.3117260777
825	0.3115770962
826	0.3114611058
827	0.3112731905
828	0.3111344414
829	0.3108511549
830	0.3106700451
831	0.3106219516
832	0.3105166152
833	0.3103729028
834	0.3103130755
835	0.3101778164
836	0.3100651655
837	0.3100348
838	0.3099287483
839	0.3098132212
840	0.3096540722
841	0.3096059385
842	0.3095008577
843	0.3093548744
844	0.3092691455
845	0.309072002
846	0.3088911974
847	0.3088849585
848	0.308744183
849	0.3086147602
850	0.308514604
851	0.3084711862
852	0.3083107942
853	0.3081244775
854	0.3079586276
855	0.3077743558
856	0.3075427294
857	0.307460005
858	0.3073867569
859	0.3072610529
860	0.3071331487
861	0.3070489973
862	0.3069445814
863	0.3068012883
864	0.3067904703
865	0.3066258528
866	0.30658238
867	0.3064387649
868	0.30639175
869	0.3061447114
870	0.3060711237
871	0.3059833445
872	0.3058815526
873	0.3057728052
874	0.3056518553
875	0.3055912297
876	0.3055369761
877	0.3054492477
878	0.305294834
879	0.3052226977
880	0.3050807463
881	0.3049018963
882	0.3048969323
883	0.3047858372
884	0.3046023058
885	0.304537441
886	0.3044093566
887	0.3043127961
888	0.3042472071
889	0.3041811366
890	0.3041395523
891	0.3039473632
892	0.3038533786
893	0.3037310973
894	0.3034925822
895	0.303423682
896	0.3032511844
897	0.3031402122
898	0.3030943759
899	0.3029652606
900	0.3028400233
901	0.3026912534
902	0.3025526493
903	0.3025120867
904	0.3023641454
905	0.3023522957
906	0.3020318668
907	0.3020210428
908	0.3019495095
909	0.3018718879
910	0.3017529228
911	0.301623519
912	0.3015121799
913	0.3013538889
914	0.30124861
915	0.3012215772
916	0.3011827803
917	0.3010550856
918	0.3009513563
919	0.300828583
920	0.3006770245
921	0.300505717
922	0.3003703995
923	0.3002870032
924	0.3002380215
925	0.3001686723
926	0.3000721536
927	0.3000183366
928	0.2999235716
929	0.2997954311
930	0.2996800686
931	0.2994723321
932	0.2993702818
933	0.2992659061
934	0.2992082543
935	0.299160079
936	0.2991091297
937	0.2989093285
938	0.2988631338
939	0.2987834674
940	0.2987495574
941	0.2987384542
942	0.2986793615
943	0.2985450025
944	0.2985159145
945	0.2983872899
946	0.2983012349
947	0.2982931257
948	0.2980909214
949	0.2978535214
950	0.2977583144
951	0.2975869765
952	0.2975129673
953	0.2974131487
954	0.2974020554
955	0.2972932988
956	0.2972278236
957	0.2971508979
958	0.2971211981
959	0.2970348239
960	0.29688854
961	0.2967490695
962	0.296609457
963	0.2965692979
964	0.2965021221
965	0.2964211959
966	0.2962573361
967	0.2961409471
968	0.296074216
969	0.2959135498
970	0.2958002129
971	0.2955984593
972	0.2954624915
973	0.295354878
974	0.295123674
975	0.2950816653
976	0.2949522803
977	0.2948769935
978	0.2948708105
979	0.294784185
980	0.2947711968
981	0.2946551044
982	0.2945748873
983	0.294470622
984	0.2943007061
985	0.2942282115
986	0.2941616967
987	0.2940672286
988	0.2939907984
989	0.2938020284
990	0.2937439042
991	0.293655547
992	0.2935818208
993	0.2934820994
994	0.2933394526
995	0.2933249322
996	0.2933103968
997	0.2931722222
998	0.2929700783
999	0.292804597
